,id,name,symbol,slug,tags,cmcRank,marketPairCount,circulatingSupply,totalSupply,maxSupply,isActive,lastUpdated,dateAdded,quotes,isAudited,auditInfoList,platform
0,1,Bitcoin,BTC,bitcoin,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channels', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'arrington-xrp-capital', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures', 'galaxy-digital-portfolio', 'huobi-capital', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-xzy-screener']",1,8911,18787868.0,18787868.0,21000000.0,1,2021-08-16T13:36:02.000Z,2013-04-28T00:00:00.000Z,"[{'name': 'USD', 'price': 46980.9570430447, 'volume24h': 32325508548.99251, 'marketCap': 882672019438.394, 'percentChange1h': -0.89412045, 'percentChange24h': 2.38578241, 'percentChange7d': 2.55016743, 'lastUpdated': '2021-08-16T13:36:02.000Z', 'percentChange30d': 49.48642246, 'percentChange60d': 20.97940199, 'percentChange90d': 7.10290107, 'fullyDilluttedMarketCap': 986600097903.94, 'marketCapByTotalSupply': 882672019438.394, 'dominance': 43.466, 'turnover': 0.03662233, 'ytdPriceChangePercentage': 59.9398}]",False,,
1,1027,Ethereum,ETH,ethereum,"['mineable', 'pow', 'smart-contracts', 'ethereum', 'binance-smart-chain', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'arrington-xrp-capital', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures', 'hashkey-capital-portfolio', 'kinetic-capital', 'huobi-capital', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-xzy-screener']",2,5589,117128548.999,117128548.999,,1,2021-08-16T13:36:02.000Z,2015-08-07T00:00:00.000Z,"[{'name': 'USD', 'price': 3260.8834477185255, 'volume24h': 23209532999.87964, 'marketCap': 381942546686.1273, 'percentChange1h': -0.62606375, 'percentChange24h': 3.40671602, 'percentChange7d': 4.0412519, 'lastUpdated': '2021-08-16T13:36:02.000Z', 'percentChange30d': 74.56530707, 'percentChange60d': 36.5228548, 'percentChange90d': -4.50555625, 'fullyDilluttedMarketCap': 381942546686.13, 'marketCapByTotalSupply': 381942546686.1273, 'dominance': 18.8082, 'turnover': 0.06076708, 'ytdPriceChangePercentage': 346.4716}]",False,,
2,1839,Binance Coin,BNB,binance-coin,"['marketplace', 'centralized-exchange', 'payments', 'binance-smart-chain', 'alameda-research-portfolio', 'multicoin-capital-portfolio']",3,547,168137036.0,168137036.0,168137036.0,1,2021-08-16T13:36:06.000Z,2017-07-25T00:00:00.000Z,"[{'name': 'USD', 'price': 430.1805527486783, 'volume24h': 2401112637.2983437, 'marketCap': 72329283084.00443, 'percentChange1h': -0.11857698, 'percentChange24h': 7.20797917, 'percentChange7d': 21.2096375, 'lastUpdated': '2021-08-16T13:36:06.000Z', 'percentChange30d': 43.39562476, 'percentChange60d': 21.14994661, 'percentChange90d': -16.3483991, 'fullyDilluttedMarketCap': 72329283084.0, 'marketCapByTotalSupply': 72329283084.00443, 'dominance': 3.5618, 'turnover': 0.03319696, 'ytdPriceChangePercentage': 1034.891}]",True,"[{'coinId': '1839', 'auditor': 'CertiK', 'auditStatus': 2, 'score': 'N/A', 'auditTime': '2019-07-31T00:00:00.000Z', 'reportUrl': 'https://cmc.certik-skynet.com/redirect?project=binance'}]",
3,2010,Cardano,ADA,cardano,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'binance-smart-chain']",4,288,32112187323.924,33005080086.445,45000000000.0,1,2021-08-16T13:35:07.000Z,2017-10-01T00:00:00.000Z,"[{'name': 'USD', 'price': 2.13867784978081, 'volume24h': 4914801459.582638, 'marketCap': 68677623737.68836, 'percentChange1h': -0.8419216, 'percentChange24h': 1.98902714, 'percentChange7d': 45.53489065, 'lastUpdated': '2021-08-16T13:35:07.000Z', 'percentChange30d': 84.58771684, 'percentChange60d': 42.37274093, 'percentChange90d': 5.21669925, 'fullyDilluttedMarketCap': 96240503240.14, 'marketCapByTotalSupply': 70587233711.12163, 'dominance': 3.3819, 'turnover': 0.07156336, 'ytdPriceChangePercentage': 1119.6628}]",False,,
4,825,Tether,USDT,tether,"['payments', 'stablecoin', 'stablecoin-asset-backed', 'binance-smart-chain', 'avalanche-ecosystem', 'solana-ecosystem']",5,16906,63646734130.548836,65468847059.56271,,1,2021-08-16T13:35:07.000Z,2015-02-25T00:00:00.000Z,"[{'name': 'USD', 'price': 1.00106153800264, 'volume24h': 80628366017.02798, 'marketCap': 63714297557.572334, 'percentChange1h': 0.02962629, 'percentChange24h': 0.01640745, 'percentChange7d': 0.07456174, 'lastUpdated': '2021-08-16T13:35:07.000Z', 'percentChange30d': 0.04801521, 'percentChange60d': 0.07605783, 'percentChange90d': -0.06284964, 'fullyDilluttedMarketCap': 65538344728.71, 'marketCapByTotalSupply': 65538344728.70546, 'dominance': 3.1375, 'turnover': 1.26546739, 'ytdPriceChangePercentage': -0.0853}]",True,"[{'coinId': '825', 'auditor': 'CertiK', 'auditStatus': 2, 'score': 'N/A', 'auditTime': '2019-04-01T00:00:00.000Z', 'reportUrl': 'https://cmc.certik-skynet.com/redirect?project=tether'}]","{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xdac17f958d2ee523a2206206994597c13d831ec7'}"
5,52,XRP,XRP,xrp,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'binance-smart-chain', 'arrington-xrp-capital', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",6,632,46417606117.0,99990319777.0,100000000000.0,1,2021-08-16T13:36:03.000Z,2013-08-04T00:00:00.000Z,"[{'name': 'USD', 'price': 1.26041386222248, 'volume24h': 8043981888.614726, 'marketCap': 58505394201.04978, 'percentChange1h': -1.28050519, 'percentChange24h': 0.67464157, 'percentChange7d': 53.51733205, 'lastUpdated': '2021-08-16T13:36:03.000Z', 'percentChange30d': 117.49127524, 'percentChange60d': 48.29318027, 'percentChange90d': -21.94061185, 'fullyDilluttedMarketCap': 126041386222.25, 'marketCapByTotalSupply': 126029185134.9894, 'dominance': 2.881, 'turnover': 0.13749129, 'ytdPriceChangePercentage': 430.8249}]",False,,
6,74,Dogecoin,DOGE,dogecoin,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'binance-smart-chain', 'doggone-doggerel']",7,382,130882104449.32896,130882104449.32896,,1,2021-08-16T13:36:03.000Z,2013-12-15T00:00:00.000Z,"[{'name': 'USD', 'price': 0.33507832216377, 'volume24h': 8046794269.195651, 'marketCap': 43855755960.14445, 'percentChange1h': -2.66412969, 'percentChange24h': 13.31304034, 'percentChange7d': 30.08791261, 'lastUpdated': '2021-08-16T13:36:03.000Z', 'percentChange30d': 94.74387034, 'percentChange60d': 8.73197933, 'percentChange90d': -31.06052194, 'fullyDilluttedMarketCap': 43855755960.14, 'marketCapByTotalSupply': 43855755960.14445, 'dominance': 2.1596, 'turnover': 0.1834832, 'ytdPriceChangePercentage': 5794.1193}]",False,,
7,3408,USD Coin,USDC,usd-coin,"['medium-of-exchange', 'stablecoin', 'stablecoin-asset-backed', 'binance-smart-chain', 'fantom-ecosystem']",8,1562,27637518831.97755,27637518831.97755,,1,2021-08-16T13:36:04.000Z,2018-10-08T00:00:00.000Z,"[{'name': 'USD', 'price': 1.00025180570265, 'volume24h': 2514097535.443376, 'marketCap': 27644478116.826538, 'percentChange1h': 0.02350659, 'percentChange24h': -0.00068316, 'percentChange7d': 0.05064139, 'lastUpdated': '2021-08-16T13:36:04.000Z', 'percentChange30d': -0.02315238, 'percentChange60d': -0.00177697, 'percentChange90d': -0.04432827, 'fullyDilluttedMarketCap': 27644478116.83, 'marketCapByTotalSupply': 27644478116.826538, 'dominance': 1.3613, 'turnover': 0.09094393, 'ytdPriceChangePercentage': 0.0429}]",False,,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48'}"
8,6636,Polkadot,DOT,polkadot-new,"['substrate', 'polkadot', 'binance-chain', 'binance-smart-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kinetic-capital', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio']",9,229,986525689.4779533,1102249845.9031413,,1,2021-08-16T13:36:05.000Z,2020-08-19T00:00:00.000Z,"[{'name': 'USD', 'price': 24.81609345989054, 'volume24h': 1992754069.8050013, 'marketCap': 24481713710.667843, 'percentChange1h': -0.85812967, 'percentChange24h': 12.58884978, 'percentChange7d': 20.24464916, 'lastUpdated': '2021-08-16T13:36:05.000Z', 'percentChange30d': 106.08304074, 'percentChange60d': 6.57980131, 'percentChange90d': -36.37612544, 'fullyDilluttedMarketCap': 27353535192.08, 'marketCapByTotalSupply': 27353535192.082302, 'dominance': 1.2056, 'turnover': 0.08139765, 'ytdPriceChangePercentage': 198.7437}]",False,,
9,5426,Solana,SOL,solana,"['dpos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kinetic-capital', 'alameda-research-portfolio', 'multicoin-capital-portfolio']",10,115,286294943.9104251,501827854.59751797,,1,2021-08-16T13:36:04.000Z,2020-04-10T00:00:00.000Z,"[{'name': 'USD', 'price': 63.05897721033287, 'volume24h': 3183994076.9608216, 'marketCap': 18053466343.48102, 'percentChange1h': 0.86794544, 'percentChange24h': 35.4580258, 'percentChange7d': 60.51834095, 'lastUpdated': '2021-08-16T13:36:04.000Z', 'percentChange30d': 138.83393226, 'percentChange60d': 57.98843936, 'percentChange90d': 17.29203792, 'fullyDilluttedMarketCap': 31644751246.58, 'marketCapByTotalSupply': 31644751246.575123, 'dominance': 0.889, 'turnover': 0.17636469, 'ytdPriceChangePercentage': 3323.2411}]",False,,
10,7083,Uniswap,UNI,uniswap,"['decentralized-exchange', 'defi', 'dao', 'yield-farming', 'amm', 'binance-smart-chain', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'blockchain-capital-portfolio', 'defiance-capital', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-xzy-screener']",11,297,587428882.2342865,1000000000.0,1000000000.0,1,2021-08-16T13:36:07.000Z,2020-09-17T00:00:00.000Z,"[{'name': 'USD', 'price': 30.4680611363774, 'volume24h': 516043309.5937384, 'marketCap': 17897819097.18808, 'percentChange1h': -1.12464471, 'percentChange24h': 6.12789058, 'percentChange7d': 8.38720306, 'lastUpdated': '2021-08-16T13:36:07.000Z', 'percentChange30d': 89.80595531, 'percentChange60d': 36.4491378, 'percentChange90d': -12.77852296, 'fullyDilluttedMarketCap': 30468061136.38, 'marketCapByTotalSupply': 30468061136.3774, 'dominance': 0.8814, 'tvl': 5080961214.649428, 'turnover': 0.02883275, 'ytdPriceChangePercentage': 543.2952}]",False,,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1f9840a85d5af5bf1d1762f925bdaddc4201f984'}"
11,1975,Chainlink,LINK,chainlink,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'binance-smart-chain', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures', 'polygon-ecosystem', 'fantom-ecosystem']",12,530,446009553.9174637,1000000000.0,1000000000.0,1,2021-08-16T13:35:07.000Z,2017-09-20T00:00:00.000Z,"[{'name': 'USD', 'price': 29.97881596660836, 'volume24h': 1677085497.1201546, 'marketCap': 13370838336.240732, 'percentChange1h': -0.19089093, 'percentChange24h': 13.54116168, 'percentChange7d': 23.92824364, 'lastUpdated': '2021-08-16T13:35:07.000Z', 'percentChange30d': 98.02618776, 'percentChange60d': 26.49362786, 'percentChange90d': -25.04536099, 'fullyDilluttedMarketCap': 29978815966.61, 'marketCapByTotalSupply': 29978815966.60836, 'dominance': 0.6584, 'turnover': 0.1254286, 'ytdPriceChangePercentage': 152.5052}]",False,,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x514910771af9ca656af840dff83e8264ecf986ca'}"
12,1831,Bitcoin Cash,BCH,bitcoin-cash,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'binance-chain', 'binance-smart-chain']",13,560,18819318.75,18819318.75,21000000.0,1,2021-08-16T13:36:06.000Z,2017-07-23T00:00:00.000Z,"[{'name': 'USD', 'price': 695.3224653421482, 'volume24h': 2650075759.8006296, 'marketCap': 13085495109.309715, 'percentChange1h': -0.76033264, 'percentChange24h': 2.17231166, 'percentChange7d': 20.16797839, 'lastUpdated': '2021-08-16T13:36:06.000Z', 'percentChange30d': 60.36956517, 'percentChange60d': 14.16050849, 'percentChange90d': -37.05303224, 'fullyDilluttedMarketCap': 14601771772.19, 'marketCapByTotalSupply': 13085495109.309715, 'dominance': 0.6444, 'turnover': 0.2025201, 'ytdPriceChangePercentage': 103.3192}]",False,,
13,2,Litecoin,LTC,litecoin,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'binance-chain', 'binance-smart-chain']",14,713,66752614.51538747,66752614.51538747,84000000.0,1,2021-08-16T13:36:02.000Z,2013-04-28T00:00:00.000Z,"[{'name': 'USD', 'price': 184.67842214994383, 'volume24h': 2375302547.654126, 'marketCap': 12327767523.085196, 'percentChange1h': -0.76488866, 'percentChange24h': 3.75727041, 'percentChange7d': 17.27314951, 'lastUpdated': '2021-08-16T13:36:02.000Z', 'percentChange30d': 54.96182016, 'percentChange60d': 8.75309199, 'percentChange90d': -39.76776328, 'fullyDilluttedMarketCap': 15512987460.6, 'marketCapByTotalSupply': 12327767523.085196, 'dominance': 0.6082, 'turnover': 0.19267905, 'ytdPriceChangePercentage': 46.3027}]",False,,
14,4687,Binance USD,BUSD,binance-usd,"['stablecoin', 'stablecoin-asset-backed', 'binance-chain', 'binance-smart-chain']",15,843,12047405938.99,12047405938.99,,1,2021-08-16T13:36:05.000Z,2019-09-20T00:00:00.000Z,"[{'name': 'USD', 'price': 1.00044651806952, 'volume24h': 5171964893.179463, 'marketCap': 12052785323.432602, 'percentChange1h': 0.02967671, 'percentChange24h': 0.02392826, 'percentChange7d': 0.0787538, 'lastUpdated': '2021-08-16T13:36:05.000Z', 'percentChange30d': -0.00252579, 'percentChange60d': 0.00084841, 'percentChange90d': -0.01708161, 'fullyDilluttedMarketCap': 12052785323.43, 'marketCapByTotalSupply': 12052785323.432602, 'dominance': 0.5935, 'turnover': 0.42910952, 'ytdPriceChangePercentage': 0.0346}]",False,,"{'id': 1839, 'name': 'Binance Chain', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': 'BUSD-BD1'}"
15,3890,Polygon,MATIC,polygon,"['platform', 'enterprise-solutions', 'state-channels', 'binance-smart-chain', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem']",16,247,6458576924.0,10000000000.0,10000000000.0,1,2021-08-16T13:36:07.000Z,2019-04-28T00:00:00.000Z,"[{'name': 'USD', 'price': 1.5093446254555, 'volume24h': 1112554000.7241018, 'marketCap': 9748218368.330315, 'percentChange1h': -1.78588806, 'percentChange24h': 7.76897392, 'percentChange7d': 33.61087113, 'lastUpdated': '2021-08-16T13:36:07.000Z', 'percentChange30d': 89.86586363, 'percentChange60d': 0.13340936, 'percentChange90d': -27.55864288, 'fullyDilluttedMarketCap': 15093446254.56, 'marketCapByTotalSupply': 15093446254.555, 'dominance': 0.48, 'tvl': 10332000934.569508, 'turnover': 0.11412896, 'ytdPriceChangePercentage': 8373.899}]",True,"[{'coinId': '3890', 'auditor': 'CertiK', 'auditStatus': 2, 'score': 'N/A', 'auditTime': '2020-08-01T00:00:00.000Z', 'reportUrl': 'https://cmc.certik-skynet.com/redirect?project=matic'}]",{}
16,1321,Ethereum Classic,ETC,ethereum-classic,"['mineable', 'pow', 'ethash', 'platform', 'smart-contracts', 'binance-smart-chain', 'dcg-portfolio']",17,277,128975903.07804985,210700000.0,210700000.0,1,2021-08-16T13:36:04.000Z,2016-07-24T00:00:00.000Z,"[{'name': 'USD', 'price': 72.89557480329886, 'volume24h': 4977832541.292821, 'marketCap': 9401772590.649006, 'percentChange1h': -1.45216574, 'percentChange24h': 2.21993686, 'percentChange7d': 22.08112474, 'lastUpdated': '2021-08-16T13:36:04.000Z', 'percentChange30d': 79.2158751, 'percentChange60d': 30.7429241, 'percentChange90d': -17.64753695, 'fullyDilluttedMarketCap': 15359097611.06, 'marketCapByTotalSupply': 15359097611.055069, 'dominance': 0.463, 'turnover': 0.52945681, 'ytdPriceChangePercentage': 1177.8949}]",False,,
17,512,Stellar,XLM,stellar,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange', 'smart-contracts', 'hashkey-capital-portfolio']",18,360,23514030938.71793,50001802896.44454,50001806812.0,1,2021-08-16T13:36:05.000Z,2014-08-05T00:00:00.000Z,"[{'name': 'USD', 'price': 0.39308902963469, 'volume24h': 1067079776.4571232, 'marketCap': 9243107604.50071, 'percentChange1h': -0.94821806, 'percentChange24h': 4.48796239, 'percentChange7d': 30.0384052, 'lastUpdated': '2021-08-16T13:36:05.000Z', 'percentChange30d': 70.25415071, 'percentChange60d': 21.68506096, 'percentChange90d': -40.8149449, 'fullyDilluttedMarketCap': 19655161719.71, 'marketCapByTotalSupply': 19655160180.548416, 'dominance': 0.4552, 'turnover': 0.115446, 'ytdPriceChangePercentage': 196.8771}]",False,,
18,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem']",19,234,195122.94984399,195122.94984399,,1,2021-08-16T13:36:06.000Z,2019-01-30T00:00:00.000Z,"[{'name': 'USD', 'price': 47105.961062757146, 'volume24h': 235868758.3517402, 'marketCap': 9191454077.801308, 'percentChange1h': -0.60674165, 'percentChange24h': 2.72076419, 'percentChange7d': 2.97659996, 'lastUpdated': '2021-08-16T13:36:06.000Z', 'percentChange30d': 50.04315423, 'percentChange60d': 21.41225405, 'percentChange90d': 7.22095897, 'fullyDilluttedMarketCap': 9191454077.8, 'marketCapByTotalSupply': 9191454077.801308, 'dominance': 0.4526, 'turnover': 0.02566175, 'ytdPriceChangePercentage': 60.5004}]",True,"[{'coinId': '3717', 'auditor': 'SlowMist', 'auditStatus': 2, 'reportUrl': 'https://www.slowmist.com/en/security-audit-certificate.html?id=19b0299be6f8f7bc6fc7a701aed5a28bae5c2225c122b3637c593420a4070c55'}]","{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599'}"
19,3077,VeChain,VET,vechain,"['logistics', 'data-provenance', 'iot', 'smart-contracts', 'fenbushi-capital-portfolio']",20,144,64315576989.0,86712634466.0,86712634466.0,1,2021-08-16T13:36:02.000Z,2017-08-22T00:00:00.000Z,"[{'name': 'USD', 'price': 0.13922648599913, 'volume24h': 1295906449.5111773, 'marketCap': 8954431779.184977, 'percentChange1h': -0.52856765, 'percentChange24h': 9.46477444, 'percentChange7d': 31.93678225, 'lastUpdated': '2021-08-16T13:36:02.000Z', 'percentChange30d': 117.3966349, 'percentChange60d': 28.39444454, 'percentChange90d': -14.48917348, 'fullyDilluttedMarketCap': 12072695388.43, 'marketCapByTotalSupply': 12072695388.428226, 'dominance': 0.4409, 'turnover': 0.14472235, 'ytdPriceChangePercentage': 629.6944}]",False,,
20,4172,Terra,LUNA,terra-luna,"['cosmos-ecosystem', 'store-of-value', 'defi', 'payments', 'stablecoin-algorithmically-stabilized', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'solana-ecosystem', 'arrington-xrp-capital', 'hashkey-capital-portfolio', 'kinetic-capital', 'huobi-capital', 'pantera-capital-portfolio']",21,78,411088556.6710942,995826482.291853,,1,2021-08-16T13:36:03.000Z,2019-07-26T00:00:00.000Z,"[{'name': 'USD', 'price': 21.5643900630714, 'volume24h': 1117383700.641929, 'marketCap': 8864873986.520508, 'percentChange1h': 0.49777125, 'percentChange24h': 28.26844546, 'percentChange7d': 56.33147094, 'lastUpdated': '2021-08-16T13:36:03.000Z', 'percentChange30d': 235.33492547, 'percentChange60d': 241.80558766, 'percentChange90d': 44.13985369, 'fullyDilluttedMarketCap': 21474390699.28, 'marketCapByTotalSupply': 21474390699.277782, 'dominance': 0.4365, 'turnover': 0.1260462, 'ytdPriceChangePercentage': 3220.4446}]",True,"[{'coinId': '4172', 'auditor': 'CertiK', 'auditStatus': 2, 'score': 'N/A', 'auditTime': '2020-09-01T00:00:00.000Z', 'reportUrl': 'https://cmc.certik-skynet.com/redirect?project=terra'}]",
21,8916,Internet Computer,ICP,internet-computer,"['platform', 'distributed-computing', 'polychain-capital-portfolio', 'exnetwork-capital-portfolio']",22,64,136899213.55,472138485.38068163,469213710.0,1,2021-08-16T13:36:06.000Z,2021-03-23T00:00:00.000Z,"[{'name': 'USD', 'price': 63.98345337584565, 'volume24h': 587951739.6766275, 'marketCap': 8759284447.366362, 'percentChange1h': -2.12242205, 'percentChange24h': 5.10333745, 'percentChange7d': -3.82586158, 'lastUpdated': '2021-08-16T13:36:06.000Z', 'percentChange30d': 97.38090083, 'percentChange60d': 16.5973854, 'percentChange90d': -64.43661642, 'fullyDilluttedMarketCap': 30021913537.09, 'marketCapByTotalSupply': 30209050766.297226, 'dominance': 0.4313, 'turnover': 0.06712326, 'ytdPriceChangePercentage': 0.0}]",False,,
22,2416,THETA,THETA,theta,"['media', 'collectibles-nfts', 'content-creation', 'video', 'huobi-capital']",23,79,1000000000.0,1000000000.0,1000000000.0,1,2021-08-16T13:36:04.000Z,2018-01-17T00:00:00.000Z,"[{'name': 'USD', 'price': 7.95994157161305, 'volume24h': 616211740.4144077, 'marketCap': 7959941571.61305, 'percentChange1h': -2.02635593, 'percentChange24h': 12.05221287, 'percentChange7d': 18.65685147, 'lastUpdated': '2021-08-16T13:36:04.000Z', 'percentChange30d': 81.8656811, 'percentChange60d': -14.68420008, 'percentChange90d': -18.63996714, 'fullyDilluttedMarketCap': 7959941571.61, 'marketCapByTotalSupply': 7959941571.61305, 'dominance': 0.392, 'turnover': 0.0774141, 'ytdPriceChangePercentage': 303.7552}]",False,,
23,2280,Filecoin,FIL,filecoin,"['mineable', 'distributed-computing', 'filesharing', 'storage', 'binance-smart-chain', 'polychain-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'dcg-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'winklevoss-capital', 'pantera-capital-portfolio']",24,149,96667322.0,96667322.0,,1,2021-08-16T13:36:03.000Z,2017-12-13T00:00:00.000Z,"[{'name': 'USD', 'price': 74.49465444033834, 'volume24h': 841011558.0028536, 'marketCap': 7201198748.062916, 'percentChange1h': -0.19120943, 'percentChange24h': 5.41301761, 'percentChange7d': 10.38868613, 'lastUpdated': '2021-08-16T13:36:03.000Z', 'percentChange30d': 63.62732016, 'percentChange60d': 6.75401621, 'percentChange90d': -26.15850961, 'fullyDilluttedMarketCap': 7201198748.06, 'marketCapByTotalSupply': 7201198748.062916, 'dominance': 0.3546, 'turnover': 0.11678772, 'ytdPriceChangePercentage': 234.1915}]",False,,
24,1958,TRON,TRX,tron,"['media', 'payments', 'binance-smart-chain']",25,523,71659657369.49,100850743811.662,,1,2021-08-16T13:36:07.000Z,2017-09-13T00:00:00.000Z,"[{'name': 'USD', 'price': 0.09414569375636, 'volume24h': 1528924374.0284169, 'marketCap': 6746448157.393692, 'percentChange1h': -0.96464584, 'percentChange24h': 3.90881625, 'percentChange7d': 27.58324888, 'lastUpdated': '2021-08-16T13:36:07.000Z', 'percentChange30d': 69.1827919, 'percentChange60d': 32.18344358, 'percentChange90d': -18.81786913, 'fullyDilluttedMarketCap': 9494663241.99, 'marketCapByTotalSupply': 9494663241.993849, 'dominance': 0.3322, 'turnover': 0.22662657, 'ytdPriceChangePercentage': 249.4699}]",False,,
25,4943,Dai,DAI,multi-collateral-dai,"['defi', 'stablecoin', 'ethereum', 'binance-smart-chain', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem']",26,539,5987737901.404493,5987738390.243638,,1,2021-08-16T13:36:07.000Z,2019-11-22T00:00:00.000Z,"[{'name': 'USD', 'price': 1.00123110928711, 'volume24h': 377042221.359149, 'marketCap': 5995109461.143693, 'percentChange1h': 0.00154825, 'percentChange24h': 0.02303836, 'percentChange7d': 0.06569447, 'lastUpdated': '2021-08-16T13:36:07.000Z', 'percentChange30d': 0.05128424, 'percentChange60d': 0.02787907, 'percentChange90d': -0.00699278, 'fullyDilluttedMarketCap': 5995109950.58, 'marketCapByTotalSupply': 5995109950.584652, 'dominance': 0.2952, 'turnover': 0.06289163, 'ytdPriceChangePercentage': -0.3241}]",False,,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6b175474e89094c44da98b954eedeac495271d0f'}"
26,7278,Aave,AAVE,aave,"['defi', 'dao', 'yield-farming', 'binance-smart-chain', 'three-arrows-capital-portfolio', 'governance', 'lending-borowing', 'blockchain-capital-portfolio', 'defiance-capital', 'framework-ventures', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem']",27,275,12949459.63034199,16000000.0,16000000.0,1,2021-08-16T13:36:03.000Z,2020-10-02T00:00:00.000Z,"[{'name': 'USD', 'price': 434.8074954948854, 'volume24h': 583233318.3770734, 'marketCap': 5630522109.881125, 'percentChange1h': -1.25882366, 'percentChange24h': 9.6412797, 'percentChange7d': 15.01385173, 'lastUpdated': '2021-08-16T13:36:03.000Z', 'percentChange30d': 74.78833404, 'percentChange60d': 47.04083703, 'percentChange90d': -31.23138934, 'fullyDilluttedMarketCap': 6956919927.92, 'marketCapByTotalSupply': 6956919927.918166, 'dominance': 0.2773, 'tvl': 13776408188.494984, 'turnover': 0.10358423, 'ytdPriceChangePercentage': 381.2497}]",True,"[{'coinId': '7278', 'auditor': 'CertiK', 'auditStatus': 2, 'score': 'N/A', 'auditTime': '2020-07-01T00:00:00.000Z', 'reportUrl': 'https://cmc.certik-skynet.com/redirect?project=aave'}]",
